state,candidate,month,positive_cents,net_cents,count
MA,C00369033,2025-04,400000,400000,3
MA,C00369033,2025-05,50000,50000,1
MA,C00369033,2025-07,1350000,1350000,8
MA,C00369033,2025-08,160000,160000,3
MA,C00369033,2025-09,61300,61300,1
MA,C00369033,2025-10,2500,2500,1
MA,C00369033,2025-11,1500000,1500000,3
MA,C00369033,2025-12,707500,707500,2
MA,C00369033,2026-01,110000,110000,2
MA,C00369033,2026-02,243204,243204,5
MA,C00369033,2026-03,375000,375000,2
MA,C00369033,2026-04,100000,100000,1
MA,C00369033,2026-05,475000,475000,6
MA,C00901918,2025-04,50000,50000,1
MA,C00901918,2025-06,25000,25000,1
MA,C00901918,2025-08,5000,5000,1
MA,C00901918,2025-09,135000,135000,4
MA,C00901918,2025-10,7500,7500,1
MA,C00901918,2025-12,7500,7500,1
MA,C00901918,2026-01,32500,32500,4
MA,C00901918,2026-02,112000,112000,11
MA,C00901918,2026-03,179829,179829,14
MA,C00901918,2026-04,55000,55000,6
MA,C00901918,2026-05,196259,196259,19
MA,C00901918,2026-06,450515,450515,21
MA,C00919084,2025-07,1666,1666,1
MA,C00919084,2025-09,2630719,2630719,56
MA,C00919084,2025-10,838000,838000,57
MA,C00919084,2025-11,1773500,1773500,46
MA,C00919084,2025-12,2688000,2688000,93
MA,C00919084,2026-01,4355700,4355700,161
MA,C00919084,2026-02,10561219,10561219,425
MA,C00919084,2026-03,14315108,14315108,512
MA,C00919084,2026-04,5157146,5157146,354
MA,C00919084,2026-05,14847963,14847963,694
MA,C00919084,2026-06,19781679,19781679,685
MD,C00369033,2025-02,350000,350000,1
MD,C00369033,2025-05,100000,100000,1
MD,C00369033,2025-06,500000,500000,3
MD,C00369033,2025-07,150000,150000,1
MD,C00369033,2025-09,50000,50000,1
MD,C00369033,2025-11,80000,80000,2
MD,C00369033,2025-12,925000,925000,3
MD,C00369033,2026-01,200000,200000,2
MD,C00369033,2026-02,838458,838458,4
MD,C00369033,2026-03,1535000,1535000,10
MD,C00369033,2026-04,507500,507500,8
MD,C00369033,2026-05,680000,680000,7
MD,C00901918,2025-09,123102,123102,2
MD,C00901918,2025-10,25000,25000,2
MD,C00901918,2025-11,109308,109308,4
MD,C00901918,2025-12,70269,70269,3
MD,C00901918,2026-01,35820,35820,4
MD,C00901918,2026-02,765000,765000,10
MD,C00901918,2026-03,149006,149006,10
MD,C00901918,2026-04,763112,763112,8
MD,C00901918,2026-05,557650,557650,21
MD,C00901918,2026-06,348318,322293,15
MD,C00919084,2025-09,1266300,1266300,40
MD,C00919084,2025-10,1961500,1961500,68
MD,C00919084,2025-11,344585,344585,36
MD,C00919084,2025-12,2895800,2895800,65
MD,C00919084,2026-01,2109300,2109300,114
MD,C00919084,2026-02,6491876,6491876,304
MD,C00919084,2026-03,10158760,10158760,341
MD,C00919084,2026-04,2614797,2614797,287
MD,C00919084,2026-05,8527252,8527252,544
MD,C00919084,2026-06,8283321,8283321,499
ME,C00369033,2025-11,50000,50000,1
ME,C00901918,2025-09,10000,10000,1
ME,C00901918,2026-02,30000,30000,2
ME,C00901918,2026-03,20206,20206,4
ME,C00901918,2026-04,3124,3124,2
ME,C00901918,2026-05,29054,29054,5
ME,C00901918,2026-06,10062,10062,3
ME,C00919084,2025-09,55000,55000,3
ME,C00919084,2025-10,73000,73000,5
ME,C00919084,2025-11,8500,8500,4
ME,C00919084,2025-12,101500,101500,7
ME,C00919084,2026-01,287500,287500,23
ME,C00919084,2026-02,1287796,1287796,67
ME,C00919084,2026-03,549300,549300,53
ME,C00919084,2026-04,434800,434800,62
ME,C00919084,2026-05,2240774,2240774,136
ME,C00919084,2026-06,1776185,1776185,137
MI,C00369033,2025-01,2500,2500,1
MI,C00369033,2025-05,7000,7000,3
MI,C00369033,2025-09,404000,404000,3
MI,C00369033,2026-02,20000,20000,1
MI,C00369033,2026-03,40000,40000,1
MI,C00369033,2026-04,2075300,2075300,18
MI,C00369033,2026-05,25000,25000,1
MI,C00901918,2025-05,80000,80000,2
MI,C00901918,2025-06,20000,20000,1
MI,C00901918,2025-09,65000,65000,3
MI,C00901918,2025-10,66930,66930,11
MI,C00901918,2025-11,77869,77869,10
MI,C00901918,2025-12,14582,14582,4
MI,C00901918,2026-01,38541,38541,4
MI,C00901918,2026-02,91451,91451,8
MI,C00901918,2026-03,108951,108951,11
MI,C00901918,2026-04,55205,35205,8
MI,C00901918,2026-05,76434,76434,18
MI,C00901918,2026-06,65165,65165,25
MI,C00919084,2025-04,333,333,1
MI,C00919084,2025-06,333,333,1
MI,C00919084,2025-09,759100,759100,23
MI,C00919084,2025-10,412300,412300,46
MI,C00919084,2025-11,287000,287000,34
MI,C00919084,2025-12,473119,473119,46
MI,C00919084,2026-01,1047036,1047036,67
MI,C00919084,2026-02,3120028,3120028,226
MI,C00919084,2026-03,2409716,2409716,200
MI,C00919084,2026-04,1068269,1068269,201
MI,C00919084,2026-05,3585247,3585247,355
MI,C00919084,2026-06,3642828,3642828,342
MN,C00369033,2025-01,15000,15000,3
MN,C00369033,2025-02,15100,15100,4
MN,C00369033,2025-03,119102,119102,4
MN,C00369033,2025-04,119102,119102,4
MN,C00369033,2025-05,215000,215000,5
MN,C00369033,2025-06,15000,15000,3
MN,C00369033,2025-07,15000,15000,3
MN,C00369033,2025-08,15100,15100,4
MN,C00369033,2025-09,65000,65000,4
MN,C00369033,2025-10,12700,12700,3
MN,C00369033,2025-11,62500,62500,3
MN,C00369033,2025-12,13000,13000,3
MN,C00369033,2026-01,61850,61850,11
MN,C00369033,2026-02,262995,237995,5
MN,C00369033,2026-04,190000,190000,2
MN,C00369033,2026-05,212500,162500,5
MN,C00901918,2025-04,10410,10410,1
MN,C00901918,2025-05,10000,10000,1
MN,C00901918,2025-07,10000,10000,1
MN,C00901918,2025-08,30000,30000,2
MN,C00901918,2025-09,40000,40000,3
MN,C00901918,2025-10,30000,30000,2
MN,C00901918,2025-11,20000,20000,1
MN,C00901918,2025-12,20000,20000,1
MN,C00901918,2026-01,35000,35000,2
MN,C00901918,2026-02,50820,50820,3
MN,C00901918,2026-03,10000,10000,1
MN,C00901918,2026-04,50000,50000,3
MN,C00901918,2026-05,592793,592793,14
MN,C00901918,2026-06,37288,37288,5
MN,C00919084,2025-09,442027,442027,15
MN,C00919084,2025-10,905500,905500,22
MN,C00919084,2025-11,183100,183100,20
MN,C00919084,2025-12,1904661,1904661,33
MN,C00919084,2026-01,748701,748701,62
MN,C00919084,2026-02,4121165,4121165,185
MN,C00919084,2026-03,3163350,3163350,195
MN,C00919084,2026-04,704893,704893,154
MN,C00919084,2026-05,3935502,3935502,317
MN,C00919084,2026-06,3101829,3101829,260
MO,C00369033,2025-01,2500,2500,1
MO,C00369033,2025-02,2500,2500,1
MO,C00369033,2025-03,2500,2500,1
MO,C00369033,2025-04,2500,2500,1
MO,C00369033,2025-05,102500,102500,3
MO,C00369033,2025-06,2500,2500,1
MO,C00369033,2025-08,50000,50000,1
MO,C00369033,2025-09,50000,50000,1
MO,C00369033,2025-10,50000,50000,1
MO,C00369033,2025-12,350000,350000,1
MO,C00369033,2026-02,125000,125000,2
MO,C00369033,2026-03,25000,25000,1
MO,C00369033,2026-04,375000,375000,7
MO,C00369033,2026-05,135000,135000,3
MO,C00901918,2025-04,51025,51025,2
MO,C00901918,2025-06,935000,935000,5
MO,C00901918,2025-08,380000,380000,3
MO,C00901918,2025-09,765000,765000,5
MO,C00901918,2025-11,7600,7600,1
MO,C00901918,2025-12,5000,5000,1
MO,C00901918,2026-01,130910,130910,3
MO,C00901918,2026-02,14000,14000,2
MO,C00901918,2026-03,213626,213626,12
MO,C00901918,2026-04,57320,57320,5
MO,C00901918,2026-05,169648,169648,26
MO,C00901918,2026-06,89754,89754,14
MO,C00919084,2025-08,333,333,1
MO,C00919084,2025-09,740000,740000,12
MO,C00919084,2025-10,449900,449900,25
MO,C00919084,2025-11,146500,146500,18
MO,C00919084,2025-12,314500,314500,23
MO,C00919084,2026-01,777322,777322,55
MO,C00919084,2026-02,1785700,1785700,128
MO,C00919084,2026-03,1710420,1710420,119
MO,C00919084,2026-04,700227,700227,103
MO,C00919084,2026-05,3313400,3313400,240
MO,C00919084,2026-06,3336212,3336212,225
MS,C00369033,2025-03,114102,114102,2
MS,C00369033,2025-05,50000,50000,1
MS,C00369033,2025-09,50000,50000,1
MS,C00369033,2025-10,0,-697,0
MS,C00369033,2026-02,52051,52051,1
MS,C00369033,2026-04,250000,250000,2
MS,C00901918,2025-11,50000,50000,1
MS,C00901918,2026-02,10000,10000,1
MS,C00901918,2026-03,105000,105000,3
MS,C00901918,2026-04,5000,5000,1
MS,C00901918,2026-05,31304,31304,6
MS,C00901918,2026-06,18000,18000,4
MS,C00919084,2025-09,110000,110000,4
MS,C00919084,2025-10,95000,95000,7
MS,C00919084,2025-11,22500,22500,5
MS,C00919084,2025-12,315600,315600,12
MS,C00919084,2026-01,413500,413500,24
MS,C00919084,2026-02,637626,637626,38
MS,C00919084,2026-03,603224,603224,27
MS,C00919084,2026-04,177300,177300,21
MS,C00919084,2026-05,636300,636300,34
MS,C00919084,2026-06,794512,794512,32
MT,C00369033,2025-10,50000,50000,1
MT,C00369033,2026-04,50000,50000,1
MT,C00369033,2026-05,50000,50000,1
MT,C00901918,2025-04,60410,60410,2
MT,C00901918,2025-05,10410,10410,1
MT,C00901918,2025-08,7809,7809,3
MT,C00901918,2025-09,2603,2603,1
MT,C00901918,2025-10,10412,10412,4
MT,C00901918,2025-12,13013,13013,2
MT,C00901918,2026-01,30206,30206,3
MT,C00901918,2026-02,50206,50206,4
MT,C00901918,2026-03,109308,109308,3
MT,C00901918,2026-04,4478,4478,2
MT,C00901918,2026-05,15726,15726,8
MT,C00901918,2026-06,82228,82228,10
MT,C00919084,2025-09,550000,550000,6
MT,C00919084,2025-10,183400,183400,5
MT,C00919084,2025-11,64500,64500,4
MT,C00919084,2025-12,76700,76700,11
MT,C00919084,2026-01,91250,91250,10
MT,C00919084,2026-02,636326,636326,43
MT,C00919084,2026-03,637296,637296,40
MT,C00919084,2026-04,527100,527100,33
MT,C00919084,2026-05,682100,682100,60
MT,C00919084,2026-06,558096,558096,57
NC,C00369033,2025-01,30400,30400,18
NC,C00369033,2025-02,10000,10000,5
NC,C00369033,2025-03,9900,9900,5
NC,C00369033,2025-04,9000,9000,4
NC,C00369033,2025-05,158000,158000,6
NC,C00369033,2025-06,8000,8000,3
NC,C00369033,2025-07,58000,58000,4
NC,C00369033,2025-08,8000,8000,3
NC,C00369033,2025-09,109000,109000,6
NC,C00369033,2025-10,11500,11500,5
NC,C00369033,2025-11,8000,8000,3
NC,C00369033,2025-12,8000,8000,3
NC,C00369033,2026-01,8000,8000,3
NC,C00369033,2026-02,460051,460051,6
NC,C00369033,2026-04,556490,556490,8
NC,C00369033,2026-05,123000,123000,8
NC,C00901918,2025-04,720820,720820,3
NC,C00901918,2025-06,700000,700000,1
NC,C00901918,2025-09,75000,75000,1
NC,C00901918,2025-10,92051,92051,4
NC,C00901918,2025-11,11100,11100,1
NC,C00901918,2025-12,7500,7500,2
NC,C00901918,2026-01,30000,30000,1
NC,C00901918,2026-02,65910,65910,5
NC,C00901918,2026-03,211255,211255,17
NC,C00901918,2026-04,51808,51808,5
NC,C00901918,2026-05,300709,300709,35
NC,C00901918,2026-06,234885,234885,40
NC,C00919084,2025-09,1723020,1723020,38
NC,C00919084,2025-10,977296,977296,57
NC,C00919084,2025-11,514796,514796,37
NC,C00919084,2025-12,1264494,1264494,76
NC,C00919084,2026-01,1953200,1953200,183
NC,C00919084,2026-02,4904552,4904552,437
NC,C00919084,2026-03,4402397,4402397,331
NC,C00919084,2026-04,1944226,1944226,322
NC,C00919084,2026-05,6062000,6062000,554
NC,C00919084,2026-06,6110465,6110465,526
ND,C00369033,2026-01,50000,50000,1
ND,C00369033,2026-04,50000,50000,1
ND,C00901918,2025-04,25000,25000,1
ND,C00901918,2026-02,50000,50000,2
ND,C00901918,2026-03,15615,15615,1
ND,C00901918,2026-04,26025,26025,1
ND,C00901918,2026-05,64755,64755,5
ND,C00901918,2026-06,33500,33500,2
ND,C00919084,2025-11,100000,100000,1
ND,C00919084,2026-01,50300,50300,6
ND,C00919084,2026-02,72026,72026,12
ND,C00919084,2026-03,85000,85000,11
ND,C00919084,2026-04,42000,42000,9
ND,C00919084,2026-05,202100,202100,13
ND,C00919084,2026-06,110892,110892,14
NE,C00369033,2025-05,50000,50000,1
NE,C00369033,2026-02,10000,10000,1
NE,C00369033,2026-04,50000,50000,1
NE,C00369033,2026-05,5000,5000,1
NE,C00901918,2025-04,100000,100000,1
NE,C00901918,2025-10,2500,2500,1
NE,C00901918,2025-11,2500,2500,1
NE,C00901918,2025-12,2500,2500,1
NE,C00901918,2026-01,6500,6500,2
NE,C00901918,2026-02,127500,127500,5
NE,C00901918,2026-03,148730,148730,6
NE,C00901918,2026-04,12500,12500,2
NE,C00901918,2026-05,92500,92500,5
NE,C00901918,2026-06,8500,8500,2
NE,C00919084,2025-09,225000,225000,4
NE,C00919084,2025-10,34020,34020,4
NE,C00919084,2025-11,58200,58200,4
NE,C00919084,2025-12,90700,90700,7
NE,C00919084,2026-01,475700,475700,16
NE,C00919084,2026-02,435700,435700,48
NE,C00919084,2026-03,319096,319096,40
NE,C00919084,2026-04,588000,588000,44
NE,C00919084,2026-05,846600,846600,64
NE,C00919084,2026-06,698589,698589,65
NH,C00369033,2025-05,50000,50000,1
NH,C00369033,2025-12,200000,200000,1
NH,C00901918,2025-11,10000,10000,1
NH,C00901918,2025-12,10000,10000,1
NH,C00901918,2026-02,10000,10000,1
NH,C00901918,2026-03,7500,7500,2
NH,C00901918,2026-05,30500,30500,2
NH,C00901918,2026-06,20410,20410,2
NH,C00919084,2025-09,150000,150000,2
NH,C00919084,2025-10,37500,37500,4
NH,C00919084,2025-11,17500,17500,4
NH,C00919084,2025-12,60000,60000,7
NH,C00919084,2026-01,415000,415000,18
NH,C00919084,2026-02,827600,827600,32
NH,C00919084,2026-03,1670396,1670396,43
NH,C00919084,2026-04,221020,221020,47
NH,C00919084,2026-05,2154900,2154900,101
NH,C00919084,2026-06,1371931,1371931,81
NJ,C00369033,2025-01,1750,1750,2
NJ,C00369033,2025-02,1750,1750,2
NJ,C00369033,2025-03,1250,1250,1
NJ,C00369033,2025-04,101250,101250,2
NJ,C00369033,2025-05,101750,101750,4
NJ,C00369033,2025-06,178223,178223,2
NJ,C00369033,2025-07,1750,1750,2
NJ,C00369033,2025-08,1250,1250,1
NJ,C00369033,2025-09,51750,51750,3
NJ,C00369033,2025-10,1750,1750,2
NJ,C00369033,2025-11,8650,8650,7
NJ,C00369033,2025-12,19750,19750,9
NJ,C00369033,2026-01,1008750,1008750,9
NJ,C00369033,2026-02,710250,710250,7
NJ,C00369033,2026-03,1053470,1053470,5
NJ,C00369033,2026-04,151750,151750,4
NJ,C00369033,2026-05,701750,701750,6
NJ,C00901918,2025-10,48538,48538,7
NJ,C00901918,2025-11,12603,12603,3
NJ,C00901918,2025-12,557599,557599,5
NJ,C00901918,2026-01,14057,14057,5
NJ,C00901918,2026-02,156603,156603,15
NJ,C00901918,2026-03,611811,611811,15
NJ,C00901918,2026-04,90125,90125,14
NJ,C00901918,2026-05,280052,280052,44
NJ,C00901918,2026-06,232080,232080,45
NJ,C00919084,2025-01,5000,5000,1
NJ,C00919084,2025-02,5000,5000,1
NJ,C00919084,2025-03,5000,5000,1
NJ,C00919084,2025-04,5000,5000,1
NJ,C00919084,2025-05,5000,5000,1
NJ,C00919084,2025-06,5000,5000,1
NJ,C00919084,2025-07,5000,5000,1
NJ,C00919084,2025-08,5000,5000,1
NJ,C00919084,2025-09,671628,671628,28
NJ,C00919084,2025-10,475600,475600,41
NJ,C00919084,2025-11,272650,272650,43
NJ,C00919084,2025-12,761185,761185,73
NJ,C00919084,2026-01,1183826,1183826,114
NJ,C00919084,2026-02,3294750,3294750,275
NJ,C00919084,2026-03,4480770,4480770,251
NJ,C00919084,2026-04,1685200,1685200,211
NJ,C00919084,2026-05,5750468,5750468,428
NJ,C00919084,2026-06,4372915,4372915,357
NM,C00369033,2025-03,10000,10000,1
NM,C00369033,2025-11,75,75,2
NM,C00369033,2025-12,100,100,2
NM,C00369033,2026-01,900,900,1
NM,C00369033,2026-04,1923,1923,4
NM,C00901918,2025-04,100000,100000,1
NM,C00901918,2025-08,20000,20000,1
NM,C00901918,2025-09,31230,31230,1
NM,C00901918,2025-11,12500,12500,2
NM,C00901918,2025-12,13910,13910,2
NM,C00901918,2026-01,2500,2500,1
NM,C00901918,2026-02,43410,43410,7
NM,C00901918,2026-03,80256,80256,7
NM,C00901918,2026-04,9000,9000,2
NM,C00901918,2026-05,44320,44320,6
NM,C00901918,2026-06,721200,721200,8
NM,C00919084,2025-09,971624,971624,28
NM,C00919084,2025-10,739624,739624,33
NM,C00919084,2025-11,438500,438500,29
NM,C00919084,2025-12,833000,833000,49
NM,C00919084,2026-01,1184500,1184500,77
NM,C00919084,2026-02,2607101,2607101,180
NM,C00919084,2026-03,2887487,2887487,162
NM,C00919084,2026-04,1310300,1310300,179
NM,C00919084,2026-05,3325600,3325600,325
NM,C00919084,2026-06,3400793,3400793,318
NV,C00369033,2025-03,350000,350000,1
NV,C00369033,2025-05,100000,100000,2
NV,C00369033,2025-06,50000,50000,1
NV,C00369033,2025-09,150000,150000,2
NV,C00369033,2025-12,200000,200000,1
NV,C00369033,2026-02,150000,150000,2
NV,C00369033,2026-03,100000,100000,1
NV,C00369033,2026-04,50000,50000,1
NV,C00369033,2026-05,120000,120000,3
NV,C00901918,2025-04,100000,100000,2
NV,C00901918,2025-05,52051,52051,1
NV,C00901918,2025-07,1400000,1400000,1
NV,C00901918,2025-08,10410,10410,1
NV,C00901918,2025-10,127500,127500,2
NV,C00901918,2025-11,1417500,1417500,8
NV,C00901918,2025-12,1027500,1027500,3
NV,C00901918,2026-01,15513,15513,3
NV,C00901918,2026-02,144244,144244,14
NV,C00901918,2026-03,509448,509448,15
NV,C00901918,2026-04,148489,148489,14
NV,C00901918,2026-05,327158,327158,31
NV,C00901918,2026-06,150014,150014,23
NV,C00919084,2025-07,2500,2500,1
NV,C00919084,2025-08,2000,2000,1
NV,C00919084,2025-09,125000,125000,3
NV,C00919084,2025-10,557500,557500,13
NV,C00919084,2025-11,25000,25000,4
NV,C00919084,2025-12,180000,180000,12
NV,C00919084,2026-01,685526,685526,24
NV,C00919084,2026-02,794127,794127,54
NV,C00919084,2026-03,2350000,2350000,60
NV,C00919084,2026-04,373600,373600,60
NV,C00919084,2026-05,1370756,1370756,117
NV,C00919084,2026-06,1740338,1740338,117
NY,C00369033,2025-03,1175000,1175000,5
NY,C00369033,2025-04,625000,625000,5
NY,C00369033,2025-05,200000,150000,2
NY,C00369033,2025-06,2521000,2521000,10
NY,C00369033,2025-07,607500,607500,4
NY,C00369033,2025-09,511000,511000,7
NY,C00369033,2025-10,7400,7400,5
NY,C00369033,2025-11,2272100,2272100,20
NY,C00369033,2025-12,4841900,4841900,22
NY,C00369033,2026-01,3626200,3626200,24
NY,C00369033,2026-02,1126900,1126900,11
NY,C00369033,2026-03,10666570,10666570,32
NY,C00369033,2026-04,1125000,1125000,7
NY,C00369033,2026-05,2253500,2253500,14
NY,C00901918,2025-04,52051,52051,1
NY,C00901918,2025-05,25000,25000,1
NY,C00901918,2025-06,2875000,2875000,5
NY,C00901918,2025-07,20000,20000,1
NY,C00901918,2025-08,5000,5000,1
NY,C00901918,2025-09,17500,17500,3
NY,C00901918,2025-10,2500,2500,1
NY,C00901918,2025-11,25500,25500,3
NY,C00901918,2025-12,44431,44431,7
NY,C00901918,2026-01,36115,36115,5
NY,C00901918,2026-02,128300,128300,17
NY,C00901918,2026-03,643760,643760,23
NY,C00901918,2026-04,157520,131495,16
NY,C00901918,2026-05,358969,333969,58
NY,C00901918,2026-06,1233019,1233019,46
NY,C00919084,2025-08,666,666,1
NY,C00919084,2025-09,8218154,8218154,112
NY,C00919084,2025-10,5827090,5827090,119
NY,C00919084,2025-11,3836000,3836000,76
NY,C00919084,2025-12,3572419,3572419,122
NY,C00919084,2026-01,10255166,10255166,286
NY,C00919084,2026-02,25374900,25374900,744
NY,C00919084,2026-03,29985153,29985153,747
NY,C00919084,2026-04,12268672,12268672,585
NY,C00919084,2026-05,19584467,19584467,1148
NY,C00919084,2026-06,16527746,16527746,1034
OH,C00369033,2025-04,25000,25000,1
OH,C00369033,2025-05,300000,300000,2
OH,C00369033,2025-11,700000,700000,1
OH,C00369033,2026-03,50000,50000,2
OH,C00369033,2026-04,550000,550000,4
OH,C00369033,2026-05,470000,470000,5
OH,C00901918,2025-04,20820,20820,2
OH,C00901918,2025-06,300000,300000,1
OH,C00901918,2025-10,6247,6247,4
OH,C00901918,2025-11,7808,7808,1
OH,C00901918,2025-12,361000,361000,4
OH,C00901918,2026-01,23500,23500,2
OH,C00901918,2026-02,36025,36025,3
OH,C00901918,2026-03,798332,798332,8
OH,C00901918,2026-04,60410,60410,3
OH,C00901918,2026-05,253996,253996,9
OH,C00901918,2026-06,352127,352127,14
OH,C00919084,2025-09,1019727,1019727,32
OH,C00919084,2025-10,423924,423924,37
OH,C00919084,2025-11,179800,179800,28
OH,C00919084,2025-12,598526,598526,41
OH,C00919084,2026-01,822426,822426,66
OH,C00919084,2026-02,1711807,1711807,163
OH,C00919084,2026-03,3966500,3966500,172
OH,C00919084,2026-04,728877,728877,128
OH,C00919084,2026-05,2997520,2997520,240
OH,C00919084,2026-06,3248339,3248339,226
OK,C00369033,2025-03,100000,100000,1
OK,C00369033,2025-04,4000,4000,1
OK,C00369033,2025-05,4000,4000,1
OK,C00369033,2025-06,354000,354000,2
OK,C00369033,2025-07,4000,4000,1
OK,C00369033,2025-08,4800,4800,1
OK,C00369033,2025-09,4800,4800,1
OK,C00369033,2025-10,354800,354800,2
OK,C00369033,2025-11,4800,4800,1
OK,C00369033,2025-12,4800,4800,1
OK,C00369033,2026-01,350000,350000,1
OK,C00369033,2026-03,80000,80000,2
OK,C00369033,2026-04,67500,67500,3
OK,C00369033,2026-05,414250,414250,4
OK,C00901918,2025-04,26025,26025,1
OK,C00901918,2025-07,19013,19013,4
OK,C00901918,2025-08,119512,119512,3
OK,C00901918,2025-09,51820,51820,5
OK,C00901918,2025-10,43013,43013,4
OK,C00901918,2025-11,74780,74780,6
OK,C00901918,2025-12,46320,46320,7
OK,C00901918,2026-01,407640,407640,8
OK,C00901918,2026-02,322038,322038,13
OK,C00901918,2026-03,367489,367489,25
OK,C00901918,2026-04,231438,231438,11
OK,C00901918,2026-05,588471,588471,17
OK,C00901918,2026-06,416842,416842,27
OK,C00919084,2025-09,525000,525000,7
OK,C00919084,2025-10,131000,131000,21
OK,C00919084,2025-11,123100,123100,19
OK,C00919084,2025-12,349600,349600,35
OK,C00919084,2026-01,365719,365719,44
OK,C00919084,2026-02,1306000,1306000,116
OK,C00919084,2026-03,2042450,2042450,126
OK,C00919084,2026-04,674701,674701,111
OK,C00919084,2026-05,2495450,2495450,189
OK,C00919084,2026-06,2000452,2000452,199
OR,C00369033,2026-04,50000,50000,1
OR,C00369033,2026-05,250000,250000,2
OR,C00901918,2025-04,11000,11000,4
OR,C00901918,2025-05,5000,5000,2
OR,C00901918,2025-06,505000,505000,3
OR,C00901918,2025-07,20500,20500,4
OR,C00901918,2025-08,17500,17500,4
OR,C00901918,2025-09,28000,28000,4
OR,C00901918,2025-10,26308,26308,5
OR,C00901918,2025-11,16000,16000,3
OR,C00901918,2025-12,26820,26820,4
OR,C00901918,2026-01,26000,26000,4
OR,C00901918,2026-02,75910,75910,10
OR,C00901918,2026-03,187935,187935,13
OR,C00901918,2026-04,41115,41115,8
OR,C00901918,2026-05,232430,232430,19
OR,C00901918,2026-06,80145,80145,12
OR,C00919084,2025-09,735000,735000,18
OR,C00919084,2025-10,551800,551800,42
OR,C00919084,2025-11,275800,275800,43
OR,C00919084,2025-12,773127,773127,67
OR,C00919084,2026-01,1390400,1390400,122
OR,C00919084,2026-02,3764026,3764026,323
OR,C00919084,2026-03,3737120,3737120,295
OR,C00919084,2026-04,1793266,1793266,270
OR,C00919084,2026-05,5386766,5386766,525
OR,C00919084,2026-06,5659107,5659107,487
PA,C00369033,2025-01,2500,2500,1
PA,C00369033,2025-02,6500,6500,4
PA,C00369033,2025-03,32500,32500,2
PA,C00369033,2025-04,3500,3500,4
PA,C00369033,2025-05,58500,58500,9
PA,C00369033,2025-06,150000,150000,3
PA,C00369033,2025-07,3000,3000,3
PA,C00369033,2025-08,5000,5000,5
PA,C00369033,2025-09,51600,51600,3
PA,C00369033,2025-10,103000,103000,4
PA,C00369033,2025-11,25000,25000,1
PA,C00369033,2025-12,382000,382000,6
PA,C00369033,2026-01,10000,10000,6
PA,C00369033,2026-02,165500,165500,7
PA,C00369033,2026-03,200000,200000,2
PA,C00369033,2026-04,50000,50000,1
PA,C00369033,2026-05,492000,442000,8
PA,C00901918,2025-04,700000,700000,1
PA,C00901918,2025-05,50100,50100,2
PA,C00901918,2025-06,400000,400000,2
PA,C00901918,2025-07,402050,402050,3
PA,C00901918,2025-08,86025,86025,3
PA,C00901918,2025-09,1160000,1160000,4
PA,C00901918,2025-10,14581,14581,3
PA,C00901918,2025-11,22183,22183,4
PA,C00901918,2025-12,97577,42577,16
PA,C00901918,2026-01,41664,41664,9
PA,C00901918,2026-02,80500,80500,6
PA,C00901918,2026-03,960190,960190,32
PA,C00901918,2026-04,2228991,2228991,16
PA,C00901918,2026-05,437078,87078,49
PA,C00901918,2026-06,170626,170626,31
PA,C00919084,2025-07,333,333,1
PA,C00919084,2025-09,1698499,1698499,30
PA,C00919084,2025-10,848596,848596,61
PA,C00919084,2025-11,180900,180900,44
PA,C00919084,2025-12,793700,793700,85
PA,C00919084,2026-01,1062479,1062479,132
PA,C00919084,2026-02,4602176,4602176,334
PA,C00919084,2026-03,5727697,5727697,289
PA,C00919084,2026-04,1288193,1288193,241
PA,C00919084,2026-05,4890184,4890184,451
PA,C00919084,2026-06,5436046,5436046,433
PR,C00369033,2026-03,1400000,1400000,2
PR,C00901918,2026-02,350000,350000,1
PR,C00901918,2026-05,104102,104102,1
PR,C00919084,2025-09,60000,60000,2
PR,C00919084,2025-11,10000,10000,1
PR,C00919084,2025-12,10000,10000,1
PR,C00919084,2026-01,10000,10000,1
PR,C00919084,2026-04,700,700,1
PR,C00919084,2026-05,700,700,1
PR,C00919084,2026-06,759227,759227,5
RI,C00369033,2026-01,350000,350000,1
RI,C00901918,2025-08,20000,20000,1
RI,C00901918,2025-09,50000,50000,1
RI,C00901918,2026-01,15000,15000,2
RI,C00901918,2026-02,15000,15000,2
RI,C00901918,2026-03,15000,15000,2
RI,C00901918,2026-04,5000,5000,1
RI,C00901918,2026-05,15500,15500,3
RI,C00901918,2026-06,22500,22500,3
RI,C00919084,2025-09,90000,90000,5
RI,C00919084,2025-10,29528,29528,5
RI,C00919084,2025-11,7500,7500,2
RI,C00919084,2025-12,122500,122500,13
RI,C00919084,2026-01,453500,453500,21
RI,C00919084,2026-02,879526,879526,54
RI,C00919084,2026-03,1078500,1078500,44
RI,C00919084,2026-04,274046,274046,40
RI,C00919084,2026-05,929050,929050,77
RI,C00919084,2026-06,958889,958889,69
SC,C00369033,2025-01,50000,50000,1
SC,C00369033,2025-03,50000,50000,1
SC,C00369033,2025-05,100000,100000,2
SC,C00369033,2025-06,151000,151000,4
SC,C00369033,2025-07,6500,6500,4
SC,C00369033,2025-08,13000,13000,7
SC,C00369033,2025-09,206000,206000,7
SC,C00369033,2025-10,110900,110900,6
SC,C00369033,2025-11,704900,704900,5
SC,C00369033,2025-12,5000,5000,2
SC,C00369033,2026-01,252000,252000,2
